Schema,Domain,Domain Description,Field,Array Field,Type,Related,Cardinality,Description
Person,member,,,qualified_health_plan_state,String,,,This is the state for which the plan is qualified for medicare.
Person,member,,,status,String,,,This is the current status of the insurance policy.
Person,member,,,payer_id,String,,,"This is the originating system-provided unique, immutable identifier for the payer."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",mppp_program_ind,,Boolean,,,Indicates if member has been determined Likely to benefit from participating in the MPPP program.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",other_indicators,,Array,indicator_info,one-many,An array to capture all indicators that have a time period of validity associated with it.
Person,member,,,reference_id,String,,,This is a unique identifier
Person,member,,,type,String,,,The type of indicator captured.
Person,member,,,value,Boolean,,,The boolean value that is captured for the indicator type.
Person,member,,,eff_date,Date,,,This is the date from which the indicator is effective.
Person,member,,,exp_date,Date,,,This is the date to which the indicator is expired.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",medicare_details,,Array,medicare_details_info,one-many,Details associated to medicare plans on member.
Person,member,,,reference_id,String,,,This is a unique identifier.
Person,member,,,plan_name,String,,,This is the name of the medicare plan.
Person,member,,,plan_type,String,,,"The type of the plans related to medicare part A, B, C, D."
Person,member,,,eff_date,Date,,,This is the date from which the medicare plan is effective.
Person,member,,,exp_date,Date,,,This is the date on which the medicare plan is getting expired.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",reference_ids,,Array,reference_identifier_info,one-many,This is a consolidated list of additional identifiers related to the transaction. Identities of any related or additional transactions or entities as needed can be used.
Person,member,,,reference_id,String,,,This is a unique identifier.
Person,member,,,id_type,String,,,This is the type of identification used as the reference ID.
Person,member,,,id_value,String,,,This is the ID value for the reference ID.
Person,member,,,id_concept,String,,,This is the ID concept context for the reference ID.
Person,member,,,id_status,String,,,This is the current status for the reference ID.
Person,member,,,input_field_name,String,,,This is the original source attribute or field name.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",variable_fields,,Array,coded_value_info,one-many,This lists the codes associated with the transactions. It can have list additional codes like statuses for which there is no place holder.
Person,member,,,reference_id,String,,,This is a unique identifier.
Person,member,,,code_id,String,,,This is an ID for the code.
Person,member,,,code_type,String,,,This is the type of code.
Person,member,,,code_value,String,,,This is the code value.
Person,member,,,code_value_type,String,,,"This is the type of code value. Only primitives of the type supported by JSON schema allowed. Examples include string, Boolean, and number."
Person,member,,,code_description,String,,,This contains the text or additional information about the code.
Person,member,,,code_category,String,,,This is the category of code.
Person,member,,,code_group,String,,,This is the name of the code group.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",source_extension_record_id,,Array,source_extension_record_info,one-many,This array will contain the source table name and abacus record id which is used to create this record.
Person,member,,,reference_id,String,,,This is a unique identifier.
Person,member,,,source_table_name,String,,,This will store the source table name.
Person,member,,,abacus_record_id,String,,,This will store the abacus record id from source.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",original_source_value,,Map,string,one-many,This is the value of the original source.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",data_signature_bitmap,,String,,,"This is a special field (a signature) in all datasets, derived from binary bits indicating membership in protected categories (such as sensitive health conditions, state residency, membership in certain identifiable populations, or affiliations with specific entities)."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_entity_type,,String,,,This is a label for the domain that indicates the type of record from which the data came.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_ingestion_id,,String,,,This is the unique identifier of the ingestion process that imported the data into the Abacus Insights Data Lake. Use it to reference information about a specific ingestion.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_record_id,,String,,,"This is an additional human-readable identifier to use along with SourceID, which tends to be a longer, harder to parse string. It is optional, and the constraints associated with SourceID do not apply."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_consume_timestamp,,Datetime,,,"This is the date including time in ISO-8601 format when this record was consumed. In the absence of a source timestamp, for an append-only model, the record with the greatest value of this column represents the latest data."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_logical_delete_ind,,Boolean,,,"A logical delete (sometimes referred to as a soft delete) is a delete that doesn't actually delete the relevant data but instead marks the data as deleted. If true, this indicates that this record was marked as deleted in the source, but still remains in the Abacus Domain Model, which has an append-only model. A record marked as voided or inactive in the source is ingested into the domain model with this field set to true."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_record_hash_id,,String,,,"This is the hash of the current record only ignoring the hash of the nested child entities. Hashing of a record ignores common properties: IngestionID, BatchID, CorrelationID, IsAuthoritative, SchemaVersion, ConsumeTimestamp, PartialUpdate, LogicalDeleted, HardDeleted and HashID"
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_scd_key,,String,,,The hash of all SCD keys identified by business
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_record_eff_ts,,Datetime,,,During an insert of a record it will be current timestamp or a timestamp that raw source file has. This attribute cannot be modified later.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_record_exp_ts,,Datetime,,,"During an insert it will be the current timestamp. During an update, will be set to recordexpirydate."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_record_create_ts,,Datetime,,,This will be current timestamp when a record is first inserted into the table. Different from recordeffectivedatetime - is that this will always be current timestamp and will never reference any source files. This attribute cannot be modified later.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_record_modify_ts,,Datetime,,,During an insert or update it will be the current timestamp.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_record_is_active,,String,,,Indicates the value to note the current and/or active record
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_record_changed_columns,,String,,,Has the concatenated list of columns that got changes in the last update. This will be empty for full loads and inserts
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_ending_scd_event,,String,,,"Captures the last SCD event (insert, update, etc) on the record."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",source_name,,String,,,"This is the unique name of the source system from which this data originated, such as Zipari or Orion."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",source_id,,String,,,This is the unique identifier of the source system. For a simple one-to-one mapping. i.e. 101 for Zipari and 102 for Orion.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",source_authoritative_ind,,Boolean,,,"If true, this indicates that the record came from a source that is the authority (the source system manages that record) for this data point. For example, membership data from Facets is authoritative."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",source_timestamp,,Datetime,,,This is the date including time in ISO-8601 format when this record was added or updated in the source.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",source_file_name,,String,,,"If loaded by file, this column has the file name the data was loaded from."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",identifiers,,Map,identifier_info,one-many,This is a consolidated list of other identifiers.
Person,member,,,reference_id,String,,,This is a unique identifier.
Person,member,,,identifier_type,String,,,This is the type of identification used as the reference ID.
Person,member,,,identifier,String,,,This is the ID concept context for the reference ID.
Person,member,,,identifier_source,String,,,This is the name of the source system providing the identification.
Person,member,,,eff_date,Date,,,This is the effective date when the identifier becomes valid or was issued.
Person,member,,,exp_date,Date,,,This is the expiry date when the identifier is no longer valid.
Person,member,,,standard_id,String,,,This is the ID value for the reference ID.
Person,member,,,id_check_digit,String,,,This is the digit check for the reference ID.
Person,member,,,check_digit_schema,String,,,This is the schema applied to the check digit.
Person,member,,,issuing_authority,String,,,This is the name of the issuing authority associated with the identification. An example would be the state department that issued a driver's license.
Person,member,,,organization,String,,,This is the organization associated with the identification.
Person,member,,,last_update_date,Date,,,This is the date and time that the identification was last updated in the source system.
Person,member,,,id_status,String,,,"This is the current status of the identification. Examples include valid, expired, and revoked."
Person,member,,,use,String,,,This is the purpose of the identifier.
Person,member,,,type_display,String,,,The description of the identifier.
Person,member,,,type_system,String,,,The system of the identifier.
Person,member,,,system,String,,,The namespace of the identifier value.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",additional_source_identifiers,,Map,string,one-many,This contains sourceID key value pairs from multiple sources.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",extension_source_values,,Array,extension_source_values_info,one-many,This contains source values (in form of key value pairs) that cannot be mapped but are carried forward to silver layer.
Person,member,,,reference_id,String,,,This is a unique identifier.
Person,member,,,source_column_name,String,,,The name of the column from the source system.
Person,member,,,source_column_value,String,,,This is the actual value associated with source column name.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",data_quality_result,,Object,data_quality_result_info,one-one,This contains the results from Data Quality validation done on the other columns of the record.
Person,member,,,severe_count,Int4,,,This is the number of severe errors on the data quality result.
Person,member,,,warning_count,Int4,,,This is the number of warnings on the data quality result.
Person,member,,,severe_errors,Array,,,This is the list of severe errors on the data quality result.
Person,member,,,warning_errors,Array,,,This is the list of warnings on the data quality result.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",abacus_archival_type,,String,,,This column will store the archival policy applicable for this record at a row level. Possible values are 'abacus'( represents that record has been archived by abacus insights) 'source'( represents that record has been archived by source system) 'null' means record is not archived.
